idx;result;table;_start;_stop;_time;_value;InstallationName;_field;_measurement
3491;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-26T19:10:00Z;-19,23;acme;a;007955_0x40
3492;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-26T19:20:00Z;-19,24;acme;a;007955_0x40
3493;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-26T19:30:00Z;-20,13;acme;a;007955_0x40
3494;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-26T19:40:00Z;-18,79;acme;a;007955_0x40
3495;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-26T19:50:00Z;-20,2;acme;a;007955_0x40
3496;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-26T20:00:00Z;-19,51;acme;a;007955_0x40
3497;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-26T20:10:00Z;-18,89;acme;a;007955_0x40
3498;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-26T20:20:00Z;-20,38;acme;a;007955_0x40
3499;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-26T20:30:00Z;-18,96;acme;a;007955_0x40
3500;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-26T20:40:00Z;-19,62;acme;a;007955_0x40
3501;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-26T20:50:00Z;-19,9;acme;a;007955_0x40
3502;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-26T21:00:00Z;-18,74;acme;a;007955_0x40
3503;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-26T21:10:00Z;-20,38;acme;a;007955_0x40
3504;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-26T21:20:00Z;-19,34;acme;a;007955_0x40
3505;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-26T21:30:00Z;-19,14;acme;a;007955_0x40
3506;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-26T21:40:00Z;-20,3;acme;a;007955_0x40
3507;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-26T21:50:00Z;-18,89;acme;a;007955_0x40
3508;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-26T22:00:00Z;-19,96;acme;a;007955_0x40
3509;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-26T22:10:00Z;-19,92;acme;a;007955_0x40
3510;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-26T22:20:00Z;-18,68;acme;a;007955_0x40
3511;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-26T22:30:00Z;-20,36;acme;a;007955_0x40
3512;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-26T22:40:00Z;-19,24;acme;a;007955_0x40
3513;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-26T22:50:00Z;-19,1;acme;a;007955_0x40
3514;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-26T23:00:00Z;-20,34;acme;a;007955_0x40
3515;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-26T23:10:00Z;-18,91;acme;a;007955_0x40
3516;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-26T23:20:00Z;-19,94;acme;a;007955_0x40
3517;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-26T23:30:00Z;-19,81;acme;a;007955_0x40
3518;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-26T23:40:00Z;-18,78;acme;a;007955_0x40
3519;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-26T23:50:00Z;-20,4;acme;a;007955_0x40
3520;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-27T00:00:00Z;-19,3;acme;a;007955_0x40
3521;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-27T00:10:00Z;-19,16;acme;a;007955_0x40
3522;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-27T00:20:00Z;-20,39;acme;a;007955_0x40
3523;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-27T00:30:00Z;-18,89;acme;a;007955_0x40
3524;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-27T00:40:00Z;-19,91;acme;a;007955_0x40
3525;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-27T00:50:00Z;-19,86;acme;a;007955_0x40
3526;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-27T01:00:00Z;-18,75;acme;a;007955_0x40
3527;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-27T01:10:00Z;-20,49;acme;a;007955_0x40
3528;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-27T01:20:00Z;-19,34;acme;a;007955_0x40
3529;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-27T01:30:00Z;-18,96;acme;a;007955_0x40
3530;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-27T01:40:00Z;-20,39;acme;a;007955_0x40
3531;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-27T01:50:00Z;-18,93;acme;a;007955_0x40
3532;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-27T02:00:00Z;-15,09;acme;a;007955_0x40
3533;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-27T02:10:00Z;-12,34;acme;a;007955_0x40
3534;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-27T02:20:00Z;-19;acme;a;007955_0x40
3535;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-27T02:30:00Z;-20,15;acme;a;007955_0x40
3536;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-27T02:40:00Z;-18,54;acme;a;007955_0x40
3537;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-27T02:50:00Z;-20,41;acme;a;007955_0x40
3538;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-27T03:00:00Z;-19,36;acme;a;007955_0x40
3539;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-27T03:10:00Z;-19,09;acme;a;007955_0x40
3540;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-27T03:20:00Z;-20,33;acme;a;007955_0x40
3541;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-27T03:30:00Z;-18,87;acme;a;007955_0x40
3542;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-27T03:40:00Z;-20,02;acme;a;007955_0x40
3543;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-27T03:50:00Z;-19,65;acme;a;007955_0x40
3544;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-27T04:00:00Z;-18,76;acme;a;007955_0x40
3545;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-27T04:10:00Z;-20,41;acme;a;007955_0x40
3546;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-27T04:20:00Z;-19,14;acme;a;007955_0x40
3547;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-27T04:30:00Z;-19,47;acme;a;007955_0x40
3548;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-27T04:40:00Z;-20,11;acme;a;007955_0x40
3549;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-27T04:50:00Z;-18,74;acme;a;007955_0x40
3550;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-27T05:00:00Z;-20,47;acme;a;007955_0x40
3551;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-27T05:10:00Z;-19,47;acme;a;007955_0x40
3552;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-27T05:20:00Z;-18,86;acme;a;007955_0x40
3553;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-27T05:30:00Z;-20,48;acme;a;007955_0x40
3554;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-27T05:40:00Z;-19,14;acme;a;007955_0x40
3555;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-27T05:50:00Z;-19,39;acme;a;007955_0x40
3556;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-27T06:00:00Z;-20,21;acme;a;007955_0x40
3557;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-27T06:10:00Z;-18,8;acme;a;007955_0x40
3558;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-27T06:20:00Z;-20,12;acme;a;007955_0x40
3559;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-27T06:30:00Z;-19,57;acme;a;007955_0x40
3560;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-27T06:40:00Z;-18,75;acme;a;007955_0x40
3561;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-27T06:50:00Z;-20,31;acme;a;007955_0x40
3562;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-27T07:00:00Z;-19,16;acme;a;007955_0x40
3563;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-27T07:10:00Z;-19,26;acme;a;007955_0x40
3564;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-27T07:20:00Z;-20,25;acme;a;007955_0x40
3565;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-27T07:30:00Z;-18,84;acme;a;007955_0x40
3566;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-27T07:40:00Z;-19,56;acme;a;007955_0x40
3567;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-27T07:50:00Z;-20,02;acme;a;007955_0x40
3568;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-27T08:00:00Z;-18,67;acme;a;007955_0x40
3569;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-27T08:10:00Z;-19,94;acme;a;007955_0x40
3570;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-27T08:20:00Z;-19,69;acme;a;007955_0x40
3571;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-27T08:30:00Z;-18,68;acme;a;007955_0x40
3572;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-27T08:40:00Z;-20,15;acme;a;007955_0x40
3573;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-27T08:50:00Z;-19,47;acme;a;007955_0x40
3574;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-27T09:00:00Z;-18,79;acme;a;007955_0x40
3575;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-27T09:10:00Z;-20,34;acme;a;007955_0x40
3576;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-27T09:20:00Z;-19,33;acme;a;007955_0x40
3577;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-27T09:30:00Z;-18,93;acme;a;007955_0x40
3578;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-27T09:40:00Z;-20,2;acme;a;007955_0x40
3579;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-27T09:50:00Z;-19,15;acme;a;007955_0x40
3580;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-27T10:00:00Z;-19,19;acme;a;007955_0x40
3581;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-27T10:10:00Z;-20,16;acme;a;007955_0x40
3582;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-27T10:20:00Z;-18,97;acme;a;007955_0x40
3583;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-27T10:30:00Z;-19,4;acme;a;007955_0x40
3584;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-27T10:40:00Z;-20,03;acme;a;007955_0x40
3585;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-27T10:50:00Z;-18,88;acme;a;007955_0x40
3586;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-27T11:00:00Z;-19,6;acme;a;007955_0x40
3587;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-27T11:10:00Z;-20,01;acme;a;007955_0x40
3588;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-27T11:20:00Z;-18,69;acme;a;007955_0x40
3589;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-27T11:30:00Z;-19,59;acme;a;007955_0x40
3590;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-27T11:40:00Z;-20,01;acme;a;007955_0x40
3591;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-27T11:50:00Z;-18,67;acme;a;007955_0x40
3592;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-27T12:00:00Z;-19,59;acme;a;007955_0x40
3593;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-27T12:10:00Z;-19,98;acme;a;007955_0x40
3594;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-27T12:20:00Z;-18,86;acme;a;007955_0x40
3595;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-27T12:30:00Z;-19,48;acme;a;007955_0x40
3596;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-27T12:40:00Z;-20;acme;a;007955_0x40
3597;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-27T12:50:00Z;-18,8;acme;a;007955_0x40
3598;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-27T13:00:00Z;-19,34;acme;a;007955_0x40
3599;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-27T13:10:00Z;-20;acme;a;007955_0x40
3600;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-27T13:20:00Z;-18,84;acme;a;007955_0x40
3601;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-27T13:30:00Z;-19,31;acme;a;007955_0x40
3602;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-27T13:40:00Z;-20,1;acme;a;007955_0x40
3603;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-27T13:50:00Z;-18,84;acme;a;007955_0x40
3604;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-27T14:00:00Z;-14,66;acme;a;007955_0x40
3605;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-27T14:10:00Z;-11,41;acme;a;007955_0x40
3606;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-27T14:20:00Z;-16,93;acme;a;007955_0x40
3607;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-27T14:30:00Z;-18,73;acme;a;007955_0x40
3608;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-27T14:40:00Z;-19,89;acme;a;007955_0x40
3609;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-27T14:50:00Z;-19,54;acme;a;007955_0x40
3610;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-27T15:00:00Z;-18,75;acme;a;007955_0x40
3611;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-27T15:10:00Z;-20,02;acme;a;007955_0x40
3612;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-27T15:20:00Z;-19,53;acme;a;007955_0x40
3613;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-27T15:30:00Z;-18,83;acme;a;007955_0x40
3614;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-27T15:40:00Z;-20,06;acme;a;007955_0x40
3615;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-27T15:50:00Z;-19,43;acme;a;007955_0x40
3616;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-27T16:00:00Z;-18,49;acme;a;007955_0x40
3617;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-27T16:10:00Z;-19,97;acme;a;007955_0x40
3618;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-27T16:20:00Z;-19,7;acme;a;007955_0x40
3619;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-27T16:30:00Z;-18,92;acme;a;007955_0x40
3620;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-27T16:40:00Z;-20,21;acme;a;007955_0x40
3621;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-27T16:50:00Z;-19,43;acme;a;007955_0x40
3622;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-27T17:00:00Z;-18,9;acme;a;007955_0x40
3623;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-27T17:10:00Z;-20,26;acme;a;007955_0x40
3624;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-27T17:20:00Z;-19,28;acme;a;007955_0x40
3625;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-27T17:30:00Z;-18,97;acme;a;007955_0x40
3626;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-27T17:40:00Z;-20,24;acme;a;007955_0x40
3627;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-27T17:50:00Z;-19,13;acme;a;007955_0x40
3628;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-27T18:00:00Z;-19,23;acme;a;007955_0x40
3629;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-27T18:10:00Z;-20,22;acme;a;007955_0x40
3630;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-27T18:20:00Z;-18,85;acme;a;007955_0x40
3631;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-27T18:30:00Z;-19,86;acme;a;007955_0x40
3632;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-27T18:40:00Z;-19,96;acme;a;007955_0x40
3633;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-27T18:50:00Z;-18,72;acme;a;007955_0x40
3634;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-27T19:00:00Z;-20,27;acme;a;007955_0x40
3635;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-27T19:10:00Z;-19,54;acme;a;007955_0x40
3636;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-27T19:20:00Z;-18,9;acme;a;007955_0x40
3637;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-27T19:30:00Z;-20,4;acme;a;007955_0x40
3638;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-27T19:40:00Z;-19,24;acme;a;007955_0x40
3639;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-27T19:50:00Z;-19,06;acme;a;007955_0x40
3640;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-27T20:00:00Z;-20,33;acme;a;007955_0x40
3641;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-27T20:10:00Z;-18,99;acme;a;007955_0x40
3642;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-27T20:20:00Z;-19,38;acme;a;007955_0x40
3643;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-27T20:30:00Z;-20,16;acme;a;007955_0x40
3644;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-27T20:40:00Z;-18,71;acme;a;007955_0x40
3645;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-27T20:50:00Z;-20,11;acme;a;007955_0x40
3646;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-27T21:00:00Z;-19,74;acme;a;007955_0x40
3647;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-27T21:10:00Z;-18,68;acme;a;007955_0x40
3648;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-27T21:20:00Z;-20,39;acme;a;007955_0x40
3649;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-27T21:30:00Z;-19,21;acme;a;007955_0x40
3650;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-27T21:40:00Z;-18,97;acme;a;007955_0x40
3651;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-27T21:50:00Z;-20,37;acme;a;007955_0x40
3652;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-27T22:00:00Z;-18,97;acme;a;007955_0x40
3653;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-27T22:10:00Z;-19,65;acme;a;007955_0x40
3654;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-27T22:20:00Z;-20,02;acme;a;007955_0x40
3655;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-27T22:30:00Z;-18,69;acme;a;007955_0x40
3656;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-27T22:40:00Z;-20,45;acme;a;007955_0x40
3657;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-27T22:50:00Z;-19,54;acme;a;007955_0x40
3658;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-27T23:00:00Z;-18,69;acme;a;007955_0x40
3659;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-27T23:10:00Z;-20,49;acme;a;007955_0x40
3660;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-27T23:20:00Z;-19,2;acme;a;007955_0x40
3661;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-27T23:30:00Z;-19,11;acme;a;007955_0x40
3662;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-27T23:40:00Z;-20,38;acme;a;007955_0x40
3663;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-27T23:50:00Z;-18,89;acme;a;007955_0x40
3664;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-28T00:00:00Z;-19,57;acme;a;007955_0x40
3665;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-28T00:10:00Z;-20,07;acme;a;007955_0x40
3666;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-28T00:20:00Z;-18,62;acme;a;007955_0x40
3667;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-28T00:30:00Z;-20,08;acme;a;007955_0x40
3668;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-28T00:40:00Z;-19,65;acme;a;007955_0x40
3669;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-28T00:50:00Z;-18,71;acme;a;007955_0x40
3670;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-28T01:00:00Z;-20,56;acme;a;007955_0x40
3671;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-28T01:10:00Z;-19,26;acme;a;007955_0x40
3672;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-28T01:20:00Z;-18,92;acme;a;007955_0x40
3673;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-28T01:30:00Z;-20,46;acme;a;007955_0x40
3674;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-28T01:40:00Z;-18,95;acme;a;007955_0x40
3675;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-28T01:50:00Z;-17,84;acme;a;007955_0x40
3676;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-28T02:00:00Z;-13,72;acme;a;007955_0x40
3677;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-28T02:10:00Z;-12,65;acme;a;007955_0x40
3678;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-28T02:20:00Z;-18,87;acme;a;007955_0x40
3679;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-28T02:30:00Z;-20,27;acme;a;007955_0x40
3680;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-28T02:40:00Z;-18,6;acme;a;007955_0x40
3681;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-28T02:50:00Z;-20,17;acme;a;007955_0x40
3682;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-28T03:00:00Z;-19,58;acme;a;007955_0x40
3683;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-28T03:10:00Z;-18,01;acme;a;007955_0x40
3684;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-28T03:20:00Z;-20,17;acme;a;007955_0x40
3685;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-28T03:30:00Z;-20,11;acme;a;007955_0x40
3686;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-28T03:40:00Z;-18,88;acme;a;007955_0x40
3687;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-28T03:50:00Z;-20,29;acme;a;007955_0x40
3688;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-28T04:00:00Z;-19,62;acme;a;007955_0x40
3689;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-28T04:10:00Z;-18,34;acme;a;007955_0x40
